Committee,Subcommittee,Name,Title
House Committee on Homeland Security,Intelligence and Counterterrorism,Mark E. Green,
House Committee on Homeland Security,Intelligence and Counterterrorism,Mike D. Rogers,Ex Officio
House Committee on Homeland Security,Transportation and Maritime Security,J. Luis Correa,Chair
House Committee on Homeland Security,Transportation and Maritime Security,Emanuel Cleaver,
House Committee on Homeland Security,Transportation and Maritime Security,Dina Titus,
House Committee on Homeland Security,Transportation and Maritime Security,Bonnie Watson Coleman,
House Committee on Homeland Security,Transportation and Maritime Security,Nanette Diaz Barragan,
House Committee on Homeland Security,Transportation and Maritime Security,Val Butler Demings,
House Committee on Homeland Security,Transportation and Maritime Security,Bennie G. Thompson,Ex Officio
House Committee on Homeland Security,Transportation and Maritime Security,Debbie Lesko,Ranking Member
House Committee on Homeland Security,Transportation and Maritime Security,John Katko,
House Committee on Homeland Security,Transportation and Maritime Security,John Ratcliffe,
House Committee on Homeland Security,Transportation and Maritime Security,Mark E. Green,
House Committee on Homeland Security,Transportation and Maritime Security,Mike D. Rogers,Ex Officio
House Committee on Homeland Security,"Cybersecurity, Infrastructure Protection, and Innovation",Cedric L. Richmond,Chair
House Committee on Homeland Security,"Cybersecurity, Infrastructure Protection, and Innovation",Sheila Jackson Lee,
House Committee on Homeland Security,"Cybersecurity, Infrastructure Protection, and Innovation",James R. Langevin,
House Committee on Homeland Security,"Cybersecurity, Infrastructure Protection, and Innovation",Kathleen M. Rice,
House Committee on Homeland Security,"Cybersecurity, Infrastructure Protection, and Innovation",Lauren Underwood,
House Committee on Homeland Security,"Cybersecurity, Infrastructure Protection, and Innovation",Elissa Slotkin,
House Committee on Homeland Security,"Cybersecurity, Infrastructure Protection, and Innovation",Bennie G. Thompson,Ex Officio
House Committee on Homeland Security,"Cybersecurity, Infrastructure Protection, and Innovation",John Katko,Ranking Member
House Committee on Homeland Security,"Cybersecurity, Infrastructure Protection, and Innovation",John Ratcliffe,
House Committee on Homeland Security,"Cybersecurity, Infrastructure Protection, and Innovation",Mark Walker,
House Committee on Homeland Security,"Cybersecurity, Infrastructure Protection, and Innovation",Mike D. Rogers,Ex Officio
House Committee on Homeland Security,"Oversight, Management, and Accountability",Xochitl Torres Small,Chair
House Committee on Homeland Security,"Oversight, Management, and Accountability",Dina Titus,
House Committee on Homeland Security,"Oversight, Management, and Accountability",Bonnie Watson Coleman,
House Committee on Homeland Security,"Oversight, Management, and Accountability",Nanette Diaz Barragan,
House Committee on Homeland Security,"Oversight, Management, and Accountability",Bennie G. Thompson,Ex Officio
House Committee on Homeland Security,"Oversight, Management, and Accountability",Dan Crenshaw,Ranking Member
House Committee on Homeland Security,"Oversight, Management, and Accountability",Clay Higgins,
House Committee on Homeland Security,"Oversight, Management, and Accountability",Mike D. Rogers,Ex Officio
House Committee on Homeland Security,"Border Security, Facilitation, and Operations",Kathleen M. Rice,Chair
House Committee on Homeland Security,"Border Security, Facilitation, and Operations",Donald M. Payne Jr.,
House Committee on Homeland Security,"Border Security, Facilitation, and Operations",J. Luis Correa,
House Committee on Homeland Security,"Border Security, Facilitation, and Operations",Xochitl Torres Small,
House Committee on Homeland Security,"Border Security, Facilitation, and Operations",Al Green,
House Committee on Homeland Security,"Border Security, Facilitation, and Operations",Yvette D. Clarke,
House Committee on Homeland Security,"Border Security, Facilitation, and Operations",Bennie G. Thompson,Ex Officio
House Committee on Homeland Security,"Border Security, Facilitation, and Operations",Clay Higgins,Ranking Member
House Committee on Homeland Security,"Border Security, Facilitation, and Operations",Debbie Lesko,
House Committee on Homeland Security,"Border Security, Facilitation, and Operations",John Joyce,
House Committee on Homeland Security,"Border Security, Facilitation, and Operations",Michael Guest,
House Committee on Homeland Security,"Border Security, Facilitation, and Operations",Mike D. Rogers,Ex Officio
House Committee on Homeland Security,"Emergency Preparedness, Response, and Recovery",Donald M. Payne Jr.,Chair
House Committee on Homeland Security,"Emergency Preparedness, Response, and Recovery",Cedric L. Richmond,
House Committee on Homeland Security,"Emergency Preparedness, Response, and Recovery",Max Rose,
House Committee on Homeland Security,"Emergency Preparedness, Response, and Recovery",Lauren Underwood,
House Committee on Homeland Security,"Emergency Preparedness, Response, and Recovery",Al Green,
House Committee on Homeland Security,"Emergency Preparedness, Response, and Recovery",Yvette D. Clarke,
House Committee on Homeland Security,"Emergency Preparedness, Response, and Recovery",Bennie G. Thompson,Ex Officio
House Committee on Homeland Security,"Emergency Preparedness, Response, and Recovery",Peter T. King,Ranking Member
House Committee on Homeland Security,"Emergency Preparedness, Response, and Recovery",John Joyce,
House Committee on Homeland Security,"Emergency Preparedness, Response, and Recovery",Dan Crenshaw,
House Committee on Homeland Security,"Emergency Preparedness, Response, and Recovery",Michael Guest,
House Committee on Homeland Security,"Emergency Preparedness, Response, and Recovery",Mike D. Rogers,Ex Officio
House Committee on Energy and Commerce,,Greg Walden,Ranking Member
House Committee on Energy and Commerce,,Fred Upton,
House Committee on Energy and Commerce,,John Shimkus,
House Committee on Energy and Commerce,,Michael C. Burgess,
House Committee on Energy and Commerce,,Steve Scalise,
House Committee on Energy and Commerce,,Robert E. Latta,
House Committee on Energy and Commerce,,Cathy McMorris Rodgers,
House Committee on Energy and Commerce,,Brett Guthrie,
House Committee on Energy and Commerce,,Pete Olson,
House Committee on Energy and Commerce,,David B. McKinley,
House Committee on Energy and Commerce,,Adam Kinzinger,
House Committee on Energy and Commerce,,H. Morgan Griffith,
House Committee on Energy and Commerce,,Gus M. Bilirakis,
House Committee on Energy and Commerce,,Bill Johnson,
House Committee on Energy and Commerce,,Billy Long,
House Committee on Energy and Commerce,,Larry Bucshon,
House Committee on Energy and Commerce,,Bill Flores,
House Committee on Energy and Commerce,,Susan W. Brooks,
House Committee on Energy and Commerce,,Markwayne Mullin,
House Committee on Energy and Commerce,,Richard Hudson,
House Committee on Energy and Commerce,,Tim Walberg,
House Committee on Energy and Commerce,,"Earl L. ""Buddy"" Carter",
House Committee on Energy and Commerce,,Jeff Duncan,
House Committee on Energy and Commerce,,Greg Gianforte,
House Committee on Energy and Commerce,,Frank Pallone Jr.,Chair
House Committee on Energy and Commerce,,Bobby L. Rush,
House Committee on Energy and Commerce,,Anna G. Eshoo,
House Committee on Energy and Commerce,,Eliot L. Engel,
House Committee on Energy and Commerce,,Diana DeGette,
House Committee on Energy and Commerce,,Michael F. Doyle,
House Committee on Energy and Commerce,,Janice D. Schakowsky,
House Committee on Energy and Commerce,,G. K. Butterfield,
House Committee on Energy and Commerce,,Doris O. Matsui,
House Committee on Energy and Commerce,,Kathy Castor,
House Committee on Energy and Commerce,,John P. Sarbanes,
House Committee on Energy and Commerce,,Jerry McNerney,
House Committee on Energy and Commerce,,Peter Welch,
House Committee on Energy and Commerce,,Ben Ray Lujan,
House Committee on Energy and Commerce,,Paul Tonko,
House Committee on Energy and Commerce,,Yvette D. Clarke,Vice Chair
House Committee on Energy and Commerce,,David Loebsack,
House Committee on Energy and Commerce,,Kurt Schrader,
House Committee on Energy and Commerce,,Joseph P. Kennedy III,
House Committee on Energy and Commerce,,Tony Cardenas,
House Committee on Energy and Commerce,,Raul Ruiz,
House Committee on Energy and Commerce,,Scott H. Peters,
House Committee on Energy and Commerce,,Debbie Dingell,
House Committee on Energy and Commerce,,Marc A. Veasey,
House Committee on Energy and Commerce,,Ann M. Kuster,
House Committee on Energy and Commerce,,Robin L. Kelly,
House Committee on Energy and Commerce,,Nanette Diaz Barragan,
House Committee on Energy and Commerce,,A. Donald McEachin,
House Committee on Energy and Commerce,,Lisa Blunt Rochester,
House Committee on Energy and Commerce,,Darren Soto,
House Committee on Energy and Commerce,,Tom O'Halleran,
House Committee on Energy and Commerce,Oversight and Investigations,Brett Guthrie,Ranking Member
House Committee on Energy and Commerce,Oversight and Investigations,Michael C. Burgess,
House Committee on Energy and Commerce,Oversight and Investigations,David B. McKinley,
House Committee on Energy and Commerce,Oversight and Investigations,H. Morgan Griffith,
House Committee on Energy and Commerce,Oversight and Investigations,Susan W. Brooks,
House Committee on Energy and Commerce,Oversight and Investigations,Markwayne Mullin,
House Committee on Energy and Commerce,Oversight and Investigations,Jeff Duncan,
House Committee on Energy and Commerce,Oversight and Investigations,Greg Walden,Ex Officio
House Committee on Energy and Commerce,Oversight and Investigations,Diana DeGette,Chair
House Committee on Energy and Commerce,Oversight and Investigations,Janice D. Schakowsky,
House Committee on Energy and Commerce,Oversight and Investigations,Joseph P. Kennedy III,Vice Chair
House Committee on Energy and Commerce,Oversight and Investigations,Raul Ruiz,
House Committee on Energy and Commerce,Oversight and Investigations,Ann M. Kuster,
House Committee on Energy and Commerce,Oversight and Investigations,Kathy Castor,
House Committee on Energy and Commerce,Oversight and Investigations,John P. Sarbanes,
House Committee on Energy and Commerce,Oversight and Investigations,Paul Tonko,
House Committee on Energy and Commerce,Oversight and Investigations,Yvette D. Clarke,
House Committee on Energy and Commerce,Oversight and Investigations,Scott H. Peters,
House Committee on Energy and Commerce,Oversight and Investigations,Frank Pallone Jr.,Ex Officio
House Committee on Energy and Commerce,Energy,Fred Upton,Ranking Member
House Committee on Energy and Commerce,Energy,Robert E. Latta,
House Committee on Energy and Commerce,Energy,Cathy McMorris Rodgers,
House Committee on Energy and Commerce,Energy,Pete Olson,
House Committee on Energy and Commerce,Energy,David B. McKinley,
House Committee on Energy and Commerce,Energy,Adam Kinzinger,
House Committee on Energy and Commerce,Energy,H. Morgan Griffith,
House Committee on Energy and Commerce,Energy,Bill Johnson,
House Committee on Energy and Commerce,Energy,Larry Bucshon,
House Committee on Energy and Commerce,Energy,Bill Flores,
House Committee on Energy and Commerce,Energy,Richard Hudson,
House Committee on Energy and Commerce,Energy,Tim Walberg,
House Committee on Energy and Commerce,Energy,Jeff Duncan,
House Committee on Energy and Commerce,Energy,Greg Walden,Ex Officio
House Committee on Energy and Commerce,Energy,Bobby L. Rush,Chair
House Committee on Energy and Commerce,Energy,Scott H. Peters,
House Committee on Energy and Commerce,Energy,Michael F. Doyle,
House Committee on Energy and Commerce,Energy,John P. Sarbanes,
House Committee on Energy and Commerce,Energy,Jerry McNerney,Vice Chair
House Committee on Energy and Commerce,Energy,Paul Tonko,
House Committee on Energy and Commerce,Energy,David Loebsack,
House Committee on Energy and Commerce,Energy,G. K. Butterfield,
House Committee on Energy and Commerce,Energy,Peter Welch,
House Committee on Energy and Commerce,Energy,Kurt Schrader,
House Committee on Energy and Commerce,Energy,Joseph P. Kennedy III,
House Committee on Energy and Commerce,Energy,Marc A. Veasey,
House Committee on Energy and Commerce,Energy,Ann M. Kuster,
House Committee on Energy and Commerce,Energy,Robin L. Kelly,
House Committee on Energy and Commerce,Energy,Nanette Diaz Barragan,
House Committee on Energy and Commerce,Energy,A. Donald McEachin,
House Committee on Energy and Commerce,Energy,Tom O'Halleran,
House Committee on Energy and Commerce,Energy,Lisa Blunt Rochester,
House Committee on Energy and Commerce,Energy,Frank Pallone Jr.,Ex Officio
House Committee on Energy and Commerce,Health,Michael C. Burgess,Ranking Member
House Committee on Energy and Commerce,Health,Fred Upton,
House Committee on Energy and Commerce,Health,John Shimkus,
House Committee on Energy and Commerce,Health,Brett Guthrie,
House Committee on Energy and Commerce,Health,H. Morgan Griffith,
House Committee on Energy and Commerce,Health,Gus M. Bilirakis,
House Committee on Energy and Commerce,Health,Billy Long,
House Committee on Energy and Commerce,Health,Larry Bucshon,
House Committee on Energy and Commerce,Health,Susan W. Brooks,
House Committee on Energy and Commerce,Health,Markwayne Mullin,
House Committee on Energy and Commerce,Health,Richard Hudson,
House Committee on Energy and Commerce,Health,"Earl L. ""Buddy"" Carter",
House Committee on Energy and Commerce,Health,Greg Gianforte,
House Committee on Energy and Commerce,Health,Greg Walden,Ex Officio
House Committee on Energy and Commerce,Health,Anna G. Eshoo,Chair
House Committee on Energy and Commerce,Health,Eliot L. Engel,
House Committee on Energy and Commerce,Health,G. K. Butterfield,Vice Chair
House Committee on Energy and Commerce,Health,Doris O. Matsui,
House Committee on Energy and Commerce,Health,Kathy Castor,
House Committee on Energy and Commerce,Health,John P. Sarbanes,
House Committee on Energy and Commerce,Health,Ben Ray Lujan,
House Committee on Energy and Commerce,Health,Kurt Schrader,
House Committee on Energy and Commerce,Health,Joseph P. Kennedy III,
House Committee on Energy and Commerce,Health,Tony Cardenas,
House Committee on Energy and Commerce,Health,Peter Welch,
House Committee on Energy and Commerce,Health,Raul Ruiz,
House Committee on Energy and Commerce,Health,Debbie Dingell,
House Committee on Energy and Commerce,Health,Ann M. Kuster,
House Committee on Energy and Commerce,Health,Robin L. Kelly,
House Committee on Energy and Commerce,Health,Nanette Diaz Barragan,
House Committee on Energy and Commerce,Health,Lisa Blunt Rochester,
House Committee on Energy and Commerce,Health,Bobby L. Rush,
House Committee on Energy and Commerce,Health,Frank Pallone Jr.,Ex Officio
House Committee on Energy and Commerce,Communications and Technology,Robert E. Latta,Ranking Member
House Committee on Energy and Commerce,Communications and Technology,John Shimkus,
House Committee on Energy and Commerce,Communications and Technology,Steve Scalise,
House Committee on Energy and Commerce,Communications and Technology,Pete Olson,
House Committee on Energy and Commerce,Communications and Technology,Adam Kinzinger,
House Committee on Energy and Commerce,Communications and Technology,Gus M. Bilirakis,
House Committee on Energy and Commerce,Communications and Technology,Bill Johnson,
House Committee on Energy and Commerce,Communications and Technology,Billy Long,
House Committee on Energy and Commerce,Communications and Technology,Bill Flores,
House Committee on Energy and Commerce,Communications and Technology,Susan W. Brooks,
House Committee on Energy and Commerce,Communications and Technology,Tim Walberg,
House Committee on Energy and Commerce,Communications and Technology,Greg Gianforte,
House Committee on Energy and Commerce,Communications and Technology,Michael F. Doyle,Chair
House Committee on Energy and Commerce,Communications and Technology,Jerry McNerney,
House Committee on Energy and Commerce,Communications and Technology,Yvette D. Clarke,
House Committee on Energy and Commerce,Communications and Technology,David Loebsack,
House Committee on Energy and Commerce,Communications and Technology,Marc A. Veasey,
House Committee on Energy and Commerce,Communications and Technology,A. Donald McEachin,
House Committee on Energy and Commerce,Communications and Technology,Darren Soto,
House Committee on Energy and Commerce,Communications and Technology,Tom O'Halleran,
House Committee on Energy and Commerce,Communications and Technology,Anna G. Eshoo,
House Committee on Energy and Commerce,Communications and Technology,Diana DeGette,
House Committee on Energy and Commerce,Communications and Technology,G. K. Butterfield,
House Committee on Energy and Commerce,Communications and Technology,Doris O. Matsui,Vice Chair
House Committee on Energy and Commerce,Communications and Technology,Greg Walden,Ex Officio
House Committee on Energy and Commerce,Communications and Technology,Peter Welch,
House Committee on Energy and Commerce,Communications and Technology,Ben Ray Lujan,
House Committee on Energy and Commerce,Communications and Technology,Kurt Schrader,
House Committee on Energy and Commerce,Communications and Technology,Tony Cardenas,
House Committee on Energy and Commerce,Communications and Technology,Debbie Dingell,
House Committee on Energy and Commerce,Communications and Technology,Frank Pallone Jr.,Ex Officio
House Committee on Energy and Commerce,Consumer Protection and Commerce,Cathy McMorris Rodgers,Ranking Member
House Committee on Energy and Commerce,Consumer Protection and Commerce,Fred Upton,
House Committee on Energy and Commerce,Consumer Protection and Commerce,Michael C. Burgess,
House Committee on Energy and Commerce,Consumer Protection and Commerce,Robert E. Latta,
House Committee on Energy and Commerce,Consumer Protection and Commerce,Brett Guthrie,
House Committee on Energy and Commerce,Consumer Protection and Commerce,Larry Bucshon,
House Committee on Energy and Commerce,Consumer Protection and Commerce,Richard Hudson,
House Committee on Energy and Commerce,Consumer Protection and Commerce,"Earl L. ""Buddy"" Carter",
House Committee on Energy and Commerce,Consumer Protection and Commerce,Greg Gianforte,
House Committee on Energy and Commerce,Consumer Protection and Commerce,Greg Walden,Ex Officio
House Committee on Energy and Commerce,Consumer Protection and Commerce,Janice D. Schakowsky,Chair
House Committee on Energy and Commerce,Consumer Protection and Commerce,Kathy Castor,
House Committee on Energy and Commerce,Consumer Protection and Commerce,Marc A. Veasey,
House Committee on Energy and Commerce,Consumer Protection and Commerce,Robin L. Kelly,
House Committee on Energy and Commerce,Consumer Protection and Commerce,Tom O'Halleran,
House Committee on Energy and Commerce,Consumer Protection and Commerce,Ben Ray Lujan,
House Committee on Energy and Commerce,Consumer Protection and Commerce,Tony Cardenas,Vice Chair
House Committee on Energy and Commerce,Consumer Protection and Commerce,Lisa Blunt Rochester,
House Committee on Energy and Commerce,Consumer Protection and Commerce,Darren Soto,
House Committee on Energy and Commerce,Consumer Protection and Commerce,Bobby L. Rush,
House Committee on Energy and Commerce,Consumer Protection and Commerce,Doris O. Matsui,
House Committee on Energy and Commerce,Consumer Protection and Commerce,Jerry McNerney,
House Committee on Energy and Commerce,Consumer Protection and Commerce,Debbie Dingell,
House Committee on Energy and Commerce,Consumer Protection and Commerce,Frank Pallone Jr.,Ex Officio
House Committee on Energy and Commerce,Environment and Climate Change,John Shimkus,Ranking Member
House Committee on Energy and Commerce,Environment and Climate Change,Cathy McMorris Rodgers,
House Committee on Energy and Commerce,Environment and Climate Change,David B. McKinley,
House Committee on Energy and Commerce,Environment and Climate Change,Bill Johnson,
House Committee on Energy and Commerce,Environment and Climate Change,Billy Long,
House Committee on Energy and Commerce,Environment and Climate Change,Bill Flores,
House Committee on Energy and Commerce,Environment and Climate Change,Markwayne Mullin,
House Committee on Energy and Commerce,Environment and Climate Change,"Earl L. ""Buddy"" Carter",
House Committee on Energy and Commerce,Environment and Climate Change,Jeff Duncan,
House Committee on Energy and Commerce,Environment and Climate Change,Greg Walden,Ex Officio
House Committee on Energy and Commerce,Environment and Climate Change,Paul Tonko,Chair
House Committee on Energy and Commerce,Environment and Climate Change,Yvette D. Clarke,
House Committee on Energy and Commerce,Environment and Climate Change,Scott H. Peters,
House Committee on Energy and Commerce,Environment and Climate Change,Nanette Diaz Barragan,
House Committee on Energy and Commerce,Environment and Climate Change,A. Donald McEachin,
House Committee on Energy and Commerce,Environment and Climate Change,Lisa Blunt Rochester,
House Committee on Energy and Commerce,Environment and Climate Change,Darren Soto,
House Committee on Energy and Commerce,Environment and Climate Change,Diana DeGette,
House Committee on Energy and Commerce,Environment and Climate Change,Janice D. Schakowsky,
House Committee on Energy and Commerce,Environment and Climate Change,Doris O. Matsui,
House Committee on Energy and Commerce,Environment and Climate Change,Jerry McNerney,
House Committee on Energy and Commerce,Environment and Climate Change,Raul Ruiz,Vice Chair
House Committee on Energy and Commerce,Environment and Climate Change,Debbie Dingell,
House Committee on Energy and Commerce,Environment and Climate Change,Frank Pallone Jr.,Ex Officio
House Committee on Natural Resources,,Rob Bishop,Ranking Member
House Committee on Natural Resources,,Don Young,
House Committee on Natural Resources,,Louie Gohmert,
House Committee on Natural Resources,,Doug Lamborn,
House Committee on Natural Resources,,Robert J. Wittman,
House Committee on Natural Resources,,Tom McClintock,
House Committee on Natural Resources,,Paul A. Gosar,
House Committee on Natural Resources,,Paul Cook,
House Committee on Natural Resources,,Bruce Westerman,
House Committee on Natural Resources,,Garret Graves,
House Committee on Natural Resources,,Jody B. Hice,
House Committee on Natural Resources,,Aumua Amata Coleman Radewagen,
House Committee on Natural Resources,,Daniel Webster,
House Committee on Natural Resources,,Liz Cheney,
House Committee on Natural Resources,,Mike Johnson,
House Committee on Natural Resources,,Jenniffer Gonzalez-Colon,
House Committee on Natural Resources,,John R. Curtis,
House Committee on Natural Resources,,Kevin Hern,
House Committee on Natural Resources,,Russ Fulcher,
House Committee on Natural Resources,,Raul M. Grijalva,Chair
House Committee on Natural Resources,,Grace F. Napolitano,
House Committee on Natural Resources,,Jim Costa,
House Committee on Natural Resources,,Gregorio Kilili Camacho Sablan,
House Committee on Natural Resources,,Jared Huffman,
House Committee on Natural Resources,,Alan S. Lowenthal,
House Committee on Natural Resources,,Ruben Gallego,
House Committee on Natural Resources,,TJ Cox,
House Committee on Natural Resources,,Joe Neguse,
House Committee on Natural Resources,,Mike Levin,
House Committee on Natural Resources,,Debra A. Haaland,Vice-Chair
House Committee on Natural Resources,,Joe Cunningham,
House Committee on Natural Resources,,Nydia M. Velazquez,
House Committee on Natural Resources,,Diana DeGette,
House Committee on Natural Resources,,Wm. Lacy Clay,
House Committee on Natural Resources,,Debbie Dingell,
House Committee on Natural Resources,,Anthony G. Brown,
House Committee on Natural Resources,,A. Donald McEachin,
House Committee on Natural Resources,,Darren Soto,
House Committee on Natural Resources,,Ed Case,
House Committee on Natural Resources,,Steven Horsford,
House Committee on Natural Resources,,Michael F. Q. San Nicolas,
House Committee on Natural Resources,,Matt Cartwright,
House Committee on Natural Resources,,Paul Tonko,
House Committee on Natural Resources,Energy and Mineral Resources,Paul A. Gosar,Ranking Member
House Committee on Natural Resources,Energy and Mineral Resources,Doug Lamborn,
House Committee on Natural Resources,Energy and Mineral Resources,Bruce Westerman,
House Committee on Natural Resources,Energy and Mineral Resources,Garret Graves,
House Committee on Natural Resources,Energy and Mineral Resources,Liz Cheney,
House Committee on Natural Resources,Energy and Mineral Resources,Kevin Hern,
House Committee on Natural Resources,Energy and Mineral Resources,Alan S. Lowenthal,Chair
House Committee on Natural Resources,Energy and Mineral Resources,Mike Levin,
House Committee on Natural Resources,Energy and Mineral Resources,Joe Cunningham,
House Committee on Natural Resources,Energy and Mineral Resources,A. Donald McEachin,
House Committee on Natural Resources,Energy and Mineral Resources,Diana DeGette,
House Committee on Natural Resources,Energy and Mineral Resources,Anthony G. Brown,
House Committee on Natural Resources,Energy and Mineral Resources,Jared Huffman,
House Committee on Natural Resources,Energy and Mineral Resources,Raul M. Grijalva,Ex Officio
House Committee on Natural Resources,Energy and Mineral Resources,Matt Cartwright,
House Committee on Natural Resources,Energy and Mineral Resources,Rob Bishop,Ex Officio
House Committee on Natural Resources,"National Parks, Forests, and Public Lands",Don Young,Ranking Member
House Committee on Natural Resources,"National Parks, Forests, and Public Lands",Louie Gohmert,
House Committee on Natural Resources,"National Parks, Forests, and Public Lands",Tom McClintock,
House Committee on Natural Resources,"National Parks, Forests, and Public Lands",Paul Cook,
House Committee on Natural Resources,"National Parks, Forests, and Public Lands",Bruce Westerman,
House Committee on Natural Resources,"National Parks, Forests, and Public Lands",Jody B. Hice,
House Committee on Natural Resources,"National Parks, Forests, and Public Lands",Daniel Webster,
House Committee on Natural Resources,"National Parks, Forests, and Public Lands",John R. Curtis,
House Committee on Natural Resources,"National Parks, Forests, and Public Lands",Russ Fulcher,
House Committee on Natural Resources,"National Parks, Forests, and Public Lands",Rob Bishop,Ex Officio
House Committee on Natural Resources,"National Parks, Forests, and Public Lands",Debra A. Haaland,Chair
House Committee on Natural Resources,"National Parks, Forests, and Public Lands",Joe Neguse,
House Committee on Natural Resources,"National Parks, Forests, and Public Lands",Diana DeGette,
House Committee on Natural Resources,"National Parks, Forests, and Public Lands",Debbie Dingell,
House Committee on Natural Resources,"National Parks, Forests, and Public Lands",Steven Horsford,
House Committee on Natural Resources,"National Parks, Forests, and Public Lands",Jared Huffman,
House Committee on Natural Resources,"National Parks, Forests, and Public Lands",Ruben Gallego,
House Committee on Natural Resources,"National Parks, Forests, and Public Lands",Alan S. Lowenthal,
House Committee on Natural Resources,"National Parks, Forests, and Public Lands",Ed Case,
House Committee on Natural Resources,"National Parks, Forests, and Public Lands",Raul M. Grijalva,Ex Officio
House Committee on Natural Resources,"National Parks, Forests, and Public Lands",Paul Tonko,
House Committee on Natural Resources,"Water, Oceans, and Wildlife",Tom McClintock,Ranking Member
House Committee on Natural Resources,"Water, Oceans, and Wildlife",Doug Lamborn,
House Committee on Natural Resources,"Water, Oceans, and Wildlife",Robert J. Wittman,
House Committee on Natural Resources,"Water, Oceans, and Wildlife",Garret Graves,
House Committee on Natural Resources,"Water, Oceans, and Wildlife",Jody B. Hice,
House Committee on Natural Resources,"Water, Oceans, and Wildlife",Aumua Amata Coleman Radewagen,
House Committee on Natural Resources,"Water, Oceans, and Wildlife",Daniel Webster,
House Committee on Natural Resources,"Water, Oceans, and Wildlife",Mike Johnson,
House Committee on Natural Resources,"Water, Oceans, and Wildlife",Jenniffer Gonzalez-Colon,
House Committee on Natural Resources,"Water, Oceans, and Wildlife",Russ Fulcher,
House Committee on Natural Resources,"Water, Oceans, and Wildlife",Rob Bishop,Ex Officio
House Committee on Natural Resources,"Water, Oceans, and Wildlife",Jared Huffman,Chair
House Committee on Natural Resources,"Water, Oceans, and Wildlife",Grace F. Napolitano,
House Committee on Natural Resources,"Water, Oceans, and Wildlife",Jim Costa,
House Committee on Natural Resources,"Water, Oceans, and Wildlife",Gregorio Kilili Camacho Sablan,
House Committee on Natural Resources,"Water, Oceans, and Wildlife",Nydia M. Velazquez,
House Committee on Natural Resources,"Water, Oceans, and Wildlife",Anthony G. Brown,
House Committee on Natural Resources,"Water, Oceans, and Wildlife",Ed Case,
House Committee on Natural Resources,"Water, Oceans, and Wildlife",Alan S. Lowenthal,
House Committee on Natural Resources,"Water, Oceans, and Wildlife",TJ Cox,
House Committee on Natural Resources,"Water, Oceans, and Wildlife",Joe Neguse,
House Committee on Natural Resources,"Water, Oceans, and Wildlife",Mike Levin,
House Committee on Natural Resources,"Water, Oceans, and Wildlife",Joe Cunningham,
House Committee on Natural Resources,"Water, Oceans, and Wildlife",Raul M. Grijalva,Ex Officio
House Committee on Natural Resources,Oversight and Investigations,Louie Gohmert,Ranking Member
House Committee on Natural Resources,Oversight and Investigations,Paul A. Gosar,
House Committee on Natural Resources,Oversight and Investigations,Mike Johnson,
House Committee on Natural Resources,Oversight and Investigations,Jenniffer Gonzalez-Colon,
House Committee on Natural Resources,Oversight and Investigations,Rob Bishop,Ex Officio
House Committee on Natural Resources,Oversight and Investigations,TJ Cox,Chair
House Committee on Natural Resources,Oversight and Investigations,Debbie Dingell,
House Committee on Natural Resources,Oversight and Investigations,A. Donald McEachin,
House Committee on Natural Resources,Oversight and Investigations,Michael F. Q. San Nicolas,
House Committee on Natural Resources,Oversight and Investigations,Raul M. Grijalva,Ex Officio
House Committee on Natural Resources,For Indigenous Peoples of the United States,Paul Cook,Ranking Member
House Committee on Natural Resources,For Indigenous Peoples of the United States,Don Young,
House Committee on Natural Resources,For Indigenous Peoples of the United States,Aumua Amata Coleman Radewagen,
House Committee on Natural Resources,For Indigenous Peoples of the United States,John R. Curtis,
House Committee on Natural Resources,For Indigenous Peoples of the United States,Kevin Hern,
House Committee on Natural Resources,For Indigenous Peoples of the United States,Rob Bishop,Ex Officio
House Committee on Natural Resources,For Indigenous Peoples of the United States,Ruben Gallego,Chair
House Committee on Natural Resources,For Indigenous Peoples of the United States,Darren Soto,
House Committee on Natural Resources,For Indigenous Peoples of the United States,Debra A. Haaland,
House Committee on Natural Resources,For Indigenous Peoples of the United States,Ed Case,
House Committee on Natural Resources,For Indigenous Peoples of the United States,Raul M. Grijalva,Ex Officio
House Committee on Natural Resources,For Indigenous Peoples of the United States,Michael F. Q. San Nicolas,
House Committee on Natural Resources,For Indigenous Peoples of the United States,Matt Cartwright,
House Committee on the Judiciary,,Doug Collins,Ranking Member
House Committee on the Judiciary,,F. James Sensenbrenner Jr.,
House Committee on the Judiciary,,Steve Chabot,
House Committee on the Judiciary,,Louie Gohmert,
House Committee on the Judiciary,,Jim Jordan,
House Committee on the Judiciary,,Ken Buck,
House Committee on the Judiciary,,John Ratcliffe,
House Committee on the Judiciary,,Martha Roby,
House Committee on the Judiciary,,Matt Gaetz,
House Committee on the Judiciary,,Mike Johnson,
House Committee on the Judiciary,,Andy Biggs,
House Committee on the Judiciary,,Tom McClintock,
House Committee on the Judiciary,,Debbie Lesko,
House Committee on the Judiciary,,Guy Reschenthaler,
House Committee on the Judiciary,,Ben Cline,
House Committee on the Judiciary,,Kelly Armstrong,
House Committee on the Judiciary,,W. Gregory Steube,
House Committee on the Judiciary,,Jerrold Nadler,Chair
House Committee on the Judiciary,,Zoe Lofgren,
House Committee on the Judiciary,,Sheila Jackson Lee,
House Committee on the Judiciary,,Steve Cohen,
