Committee,Subcommittee,Name,Title
Senate Committee on Appropriations,Financial Services and General Government,Patrick J. Leahy,Ex Officio
Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",Susan M. Collins,Chairman
Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",Richard C. Shelby,
Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",Lamar Alexander,
Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",Roy Blunt,
Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",John Boozman,
Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",Shelley Moore Capito,
Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",Steve Daines,
Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",Lindsey Graham,
Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",John Hoeven,
Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",Jack Reed,Ranking Member
Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",Patty Murray,
Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",Richard J. Durbin,
Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",Dianne Feinstein,
Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",Christopher A. Coons,
Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",Brian Schatz,
Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",Christopher Murphy,
Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",Joe Manchin III,
Senate Committee on Appropriations,"Transportation, Housing and Urban Development, and Related Agencies",Patrick J. Leahy,Ex Officio
Senate Committee on Armed Services,,James M. Inhofe,Chairman
Senate Committee on Armed Services,,Roger F. Wicker,
Senate Committee on Armed Services,,Deb Fischer,
Senate Committee on Armed Services,,Tom Cotton,
Senate Committee on Armed Services,,Mike Rounds,
Senate Committee on Armed Services,,Joni Ernst,
Senate Committee on Armed Services,,Thom Tillis,
Senate Committee on Armed Services,,Dan Sullivan,
Senate Committee on Armed Services,,David Perdue,
Senate Committee on Armed Services,,Ted Cruz,
Senate Committee on Armed Services,,Lindsey Graham,
Senate Committee on Armed Services,,Ben Sasse,
Senate Committee on Armed Services,,Tim Scott,
Senate Committee on Armed Services,,Jack Reed,Ranking Member
Senate Committee on Armed Services,,Bill Nelson,
Senate Committee on Armed Services,,Claire McCaskill,
Senate Committee on Armed Services,,Jeanne Shaheen,
Senate Committee on Armed Services,,Kirsten E. Gillibrand,
Senate Committee on Armed Services,,Richard Blumenthal,
Senate Committee on Armed Services,,Joe Donnelly,
Senate Committee on Armed Services,,Mazie K. Hirono,
Senate Committee on Armed Services,,Tim Kaine,
Senate Committee on Armed Services,,Angus S. King Jr.,
Senate Committee on Armed Services,,Martin Heinrich,
Senate Committee on Armed Services,,Elizabeth Warren,
Senate Committee on Armed Services,,Gary C. Peters,
Senate Committee on Armed Services,SeaPower,Roger F. Wicker,Chairman
Senate Committee on Armed Services,SeaPower,Tom Cotton,
Senate Committee on Armed Services,SeaPower,Mike Rounds,
Senate Committee on Armed Services,SeaPower,Thom Tillis,
Senate Committee on Armed Services,SeaPower,Tim Scott,
Senate Committee on Armed Services,SeaPower,James M. Inhofe,Ex Officio
Senate Committee on Armed Services,SeaPower,Mazie K. Hirono,Ranking Member
Senate Committee on Armed Services,SeaPower,Jeanne Shaheen,
Senate Committee on Armed Services,SeaPower,Richard Blumenthal,
Senate Committee on Armed Services,SeaPower,Tim Kaine,
Senate Committee on Armed Services,SeaPower,Angus S. King Jr.,
Senate Committee on Armed Services,SeaPower,Jack Reed,Ex Officio
Senate Committee on Armed Services,Airland,Tom Cotton,Chairman
Senate Committee on Armed Services,Airland,Roger F. Wicker,
Senate Committee on Armed Services,Airland,Thom Tillis,
Senate Committee on Armed Services,Airland,Dan Sullivan,
Senate Committee on Armed Services,Airland,Ted Cruz,
Senate Committee on Armed Services,Airland,Ben Sasse,
Senate Committee on Armed Services,Airland,James M. Inhofe,Ex Officio
Senate Committee on Armed Services,Airland,Angus S. King Jr.,Ranking Member
Senate Committee on Armed Services,Airland,Claire McCaskill,
Senate Committee on Armed Services,Airland,Richard Blumenthal,
Senate Committee on Armed Services,Airland,Joe Donnelly,
Senate Committee on Armed Services,Airland,Elizabeth Warren,
Senate Committee on Armed Services,Airland,Gary C. Peters,
Senate Committee on Armed Services,Airland,Jack Reed,Ex Officio
Senate Committee on Armed Services,Readiness and Management Support,Dan Sullivan,Chairman
Senate Committee on Armed Services,Readiness and Management Support,Mike Rounds,
Senate Committee on Armed Services,Readiness and Management Support,Joni Ernst,
Senate Committee on Armed Services,Readiness and Management Support,David Perdue,
Senate Committee on Armed Services,Readiness and Management Support,James M. Inhofe,Ex Officio
Senate Committee on Armed Services,Readiness and Management Support,Tim Kaine,Ranking Member
Senate Committee on Armed Services,Readiness and Management Support,Jeanne Shaheen,
Senate Committee on Armed Services,Readiness and Management Support,Mazie K. Hirono,
Senate Committee on Armed Services,Readiness and Management Support,Jack Reed,Ex Officio
Senate Committee on Armed Services,Strategic Forces,Deb Fischer,Chairman
Senate Committee on Armed Services,Strategic Forces,Tom Cotton,
Senate Committee on Armed Services,Strategic Forces,Dan Sullivan,
Senate Committee on Armed Services,Strategic Forces,Ted Cruz,
Senate Committee on Armed Services,Strategic Forces,Lindsey Graham,
Senate Committee on Armed Services,Strategic Forces,James M. Inhofe,Ex Officio
Senate Committee on Armed Services,Strategic Forces,Joe Donnelly,Ranking Member
Senate Committee on Armed Services,Strategic Forces,Martin Heinrich,
Senate Committee on Armed Services,Strategic Forces,Elizabeth Warren,
Senate Committee on Armed Services,Strategic Forces,Gary C. Peters,
Senate Committee on Armed Services,Strategic Forces,Jack Reed,Ex Officio
Senate Committee on Armed Services,Personnel,Thom Tillis,Chairman
Senate Committee on Armed Services,Personnel,Joni Ernst,
Senate Committee on Armed Services,Personnel,Lindsey Graham,
Senate Committee on Armed Services,Personnel,Ben Sasse,
Senate Committee on Armed Services,Personnel,James M. Inhofe,Ex Officio
Senate Committee on Armed Services,Personnel,Kirsten E. Gillibrand,Ranking Member
Senate Committee on Armed Services,Personnel,Claire McCaskill,
Senate Committee on Armed Services,Personnel,Elizabeth Warren,
Senate Committee on Armed Services,Personnel,Jack Reed,Ex Officio
Senate Committee on Armed Services,Emerging Threats and Capabilities,Joni Ernst,Chairman
Senate Committee on Armed Services,Emerging Threats and Capabilities,Roger F. Wicker,
Senate Committee on Armed Services,Emerging Threats and Capabilities,Deb Fischer,
Senate Committee on Armed Services,Emerging Threats and Capabilities,David Perdue,
Senate Committee on Armed Services,Emerging Threats and Capabilities,Ted Cruz,
Senate Committee on Armed Services,Emerging Threats and Capabilities,Tim Scott,
Senate Committee on Armed Services,Emerging Threats and Capabilities,James M. Inhofe,Ex Officio
Senate Committee on Armed Services,Emerging Threats and Capabilities,Martin Heinrich,Ranking Member
Senate Committee on Armed Services,Emerging Threats and Capabilities,Bill Nelson,
Senate Committee on Armed Services,Emerging Threats and Capabilities,Jeanne Shaheen,
Senate Committee on Armed Services,Emerging Threats and Capabilities,Gary C. Peters,
Senate Committee on Armed Services,Emerging Threats and Capabilities,Jack Reed,Ex Officio
Senate Committee on Armed Services,Cybersecurity,Mike Rounds,Chairman
Senate Committee on Armed Services,Cybersecurity,Deb Fischer,
Senate Committee on Armed Services,Cybersecurity,David Perdue,
Senate Committee on Armed Services,Cybersecurity,Lindsey Graham,
Senate Committee on Armed Services,Cybersecurity,Ben Sasse,
Senate Committee on Armed Services,Cybersecurity,James M. Inhofe,Ex Officio
Senate Committee on Armed Services,Cybersecurity,Bill Nelson,Ranking Member
Senate Committee on Armed Services,Cybersecurity,Claire McCaskill,
Senate Committee on Armed Services,Cybersecurity,Kirsten E. Gillibrand,
Senate Committee on Armed Services,Cybersecurity,Richard Blumenthal,
Senate Committee on Armed Services,Cybersecurity,Jack Reed,Ex Officio
"Senate Committee on Banking, Housing, and Urban Affairs",,Mike Crapo,Chairman
"Senate Committee on Banking, Housing, and Urban Affairs",,Richard C. Shelby,
"Senate Committee on Banking, Housing, and Urban Affairs",,Bob Corker,
"Senate Committee on Banking, Housing, and Urban Affairs",,Pat Toomey,
"Senate Committee on Banking, Housing, and Urban Affairs",,Dean Heller,
"Senate Committee on Banking, Housing, and Urban Affairs",,Tim Scott,
"Senate Committee on Banking, Housing, and Urban Affairs",,Ben Sasse,
"Senate Committee on Banking, Housing, and Urban Affairs",,Tom Cotton,
"Senate Committee on Banking, Housing, and Urban Affairs",,Mike Rounds,
"Senate Committee on Banking, Housing, and Urban Affairs",,David Perdue,
"Senate Committee on Banking, Housing, and Urban Affairs",,Thom Tillis,
"Senate Committee on Banking, Housing, and Urban Affairs",,John Kennedy,
"Senate Committee on Banking, Housing, and Urban Affairs",,Jerry Moran,
"Senate Committee on Banking, Housing, and Urban Affairs",,Sherrod Brown,Ranking Member
"Senate Committee on Banking, Housing, and Urban Affairs",,Jack Reed,
"Senate Committee on Banking, Housing, and Urban Affairs",,Robert Menendez,
"Senate Committee on Banking, Housing, and Urban Affairs",,Jon Tester,
"Senate Committee on Banking, Housing, and Urban Affairs",,Mark R. Warner,
"Senate Committee on Banking, Housing, and Urban Affairs",,Elizabeth Warren,
"Senate Committee on Banking, Housing, and Urban Affairs",,Heidi Heitkamp,
"Senate Committee on Banking, Housing, and Urban Affairs",,Joe Donnelly,
"Senate Committee on Banking, Housing, and Urban Affairs",,Brian Schatz,
"Senate Committee on Banking, Housing, and Urban Affairs",,Chris Van Hollen,
"Senate Committee on Banking, Housing, and Urban Affairs",,Catherine Cortez Masto,
"Senate Committee on Banking, Housing, and Urban Affairs",,Doug Jones,
"Senate Committee on Banking, Housing, and Urban Affairs","Securities, Insurance, and Investment",Dean Heller,Chairman
"Senate Committee on Banking, Housing, and Urban Affairs","Securities, Insurance, and Investment",Richard C. Shelby,
"Senate Committee on Banking, Housing, and Urban Affairs","Securities, Insurance, and Investment",Bob Corker,
"Senate Committee on Banking, Housing, and Urban Affairs","Securities, Insurance, and Investment",Pat Toomey,
"Senate Committee on Banking, Housing, and Urban Affairs","Securities, Insurance, and Investment",Tim Scott,
"Senate Committee on Banking, Housing, and Urban Affairs","Securities, Insurance, and Investment",Ben Sasse,
"Senate Committee on Banking, Housing, and Urban Affairs","Securities, Insurance, and Investment",Mike Rounds,
"Senate Committee on Banking, Housing, and Urban Affairs","Securities, Insurance, and Investment",Thom Tillis,
"Senate Committee on Banking, Housing, and Urban Affairs","Securities, Insurance, and Investment",Jerry Moran,
"Senate Committee on Banking, Housing, and Urban Affairs","Securities, Insurance, and Investment",Mike Crapo,Ex Officio
"Senate Committee on Banking, Housing, and Urban Affairs","Securities, Insurance, and Investment",Mark R. Warner,Ranking Member
"Senate Committee on Banking, Housing, and Urban Affairs","Securities, Insurance, and Investment",Jack Reed,
"Senate Committee on Banking, Housing, and Urban Affairs","Securities, Insurance, and Investment",Robert Menendez,
"Senate Committee on Banking, Housing, and Urban Affairs","Securities, Insurance, and Investment",Jon Tester,
"Senate Committee on Banking, Housing, and Urban Affairs","Securities, Insurance, and Investment",Elizabeth Warren,
"Senate Committee on Banking, Housing, and Urban Affairs","Securities, Insurance, and Investment",Chris Van Hollen,
"Senate Committee on Banking, Housing, and Urban Affairs","Securities, Insurance, and Investment",Catherine Cortez Masto,
"Senate Committee on Banking, Housing, and Urban Affairs","Securities, Insurance, and Investment",Doug Jones,
"Senate Committee on Banking, Housing, and Urban Affairs","Securities, Insurance, and Investment",Sherrod Brown,Ex Officio
"Senate Committee on Banking, Housing, and Urban Affairs",National Security and International Trade and Finance,Ben Sasse,Chairman
"Senate Committee on Banking, Housing, and Urban Affairs",National Security and International Trade and Finance,Bob Corker,
"Senate Committee on Banking, Housing, and Urban Affairs",National Security and International Trade and Finance,Tom Cotton,
"Senate Committee on Banking, Housing, and Urban Affairs",National Security and International Trade and Finance,Mike Rounds,
"Senate Committee on Banking, Housing, and Urban Affairs",National Security and International Trade and Finance,David Perdue,
"Senate Committee on Banking, Housing, and Urban Affairs",National Security and International Trade and Finance,Mike Crapo,Ex Officio
"Senate Committee on Banking, Housing, and Urban Affairs",National Security and International Trade and Finance,Joe Donnelly,Ranking Member
"Senate Committee on Banking, Housing, and Urban Affairs",National Security and International Trade and Finance,Mark R. Warner,
"Senate Committee on Banking, Housing, and Urban Affairs",National Security and International Trade and Finance,Heidi Heitkamp,
"Senate Committee on Banking, Housing, and Urban Affairs",National Security and International Trade and Finance,Brian Schatz,
"Senate Committee on Banking, Housing, and Urban Affairs",National Security and International Trade and Finance,Sherrod Brown,Ex Officio
"Senate Committee on Banking, Housing, and Urban Affairs",Financial Institutions and Consumer Protection,Pat Toomey,Chairman
"Senate Committee on Banking, Housing, and Urban Affairs",Financial Institutions and Consumer Protection,Richard C. Shelby,
"Senate Committee on Banking, Housing, and Urban Affairs",Financial Institutions and Consumer Protection,Bob Corker,
"Senate Committee on Banking, Housing, and Urban Affairs",Financial Institutions and Consumer Protection,Dean Heller,
"Senate Committee on Banking, Housing, and Urban Affairs",Financial Institutions and Consumer Protection,Tim Scott,
"Senate Committee on Banking, Housing, and Urban Affairs",Financial Institutions and Consumer Protection,Ben Sasse,
"Senate Committee on Banking, Housing, and Urban Affairs",Financial Institutions and Consumer Protection,Tom Cotton,
"Senate Committee on Banking, Housing, and Urban Affairs",Financial Institutions and Consumer Protection,David Perdue,
"Senate Committee on Banking, Housing, and Urban Affairs",Financial Institutions and Consumer Protection,John Kennedy,
"Senate Committee on Banking, Housing, and Urban Affairs",Financial Institutions and Consumer Protection,Mike Crapo,Ex Officio
"Senate Committee on Banking, Housing, and Urban Affairs",Financial Institutions and Consumer Protection,Elizabeth Warren,Ranking Member
"Senate Committee on Banking, Housing, and Urban Affairs",Financial Institutions and Consumer Protection,Jack Reed,
"Senate Committee on Banking, Housing, and Urban Affairs",Financial Institutions and Consumer Protection,Jon Tester,
"Senate Committee on Banking, Housing, and Urban Affairs",Financial Institutions and Consumer Protection,Mark R. Warner,
"Senate Committee on Banking, Housing, and Urban Affairs",Financial Institutions and Consumer Protection,Joe Donnelly,
"Senate Committee on Banking, Housing, and Urban Affairs",Financial Institutions and Consumer Protection,Brian Schatz,
"Senate Committee on Banking, Housing, and Urban Affairs",Financial Institutions and Consumer Protection,Chris Van Hollen,
"Senate Committee on Banking, Housing, and Urban Affairs",Financial Institutions and Consumer Protection,Catherine Cortez Masto,
"Senate Committee on Banking, Housing, and Urban Affairs",Financial Institutions and Consumer Protection,Sherrod Brown,Ex Officio
"Senate Committee on Banking, Housing, and Urban Affairs","Housing, Transportation, and Community Development",Tim Scott,Chairman
"Senate Committee on Banking, Housing, and Urban Affairs","Housing, Transportation, and Community Development",Richard C. Shelby,
"Senate Committee on Banking, Housing, and Urban Affairs","Housing, Transportation, and Community Development",Dean Heller,
"Senate Committee on Banking, Housing, and Urban Affairs","Housing, Transportation, and Community Development",Mike Rounds,
"Senate Committee on Banking, Housing, and Urban Affairs","Housing, Transportation, and Community Development",Thom Tillis,
"Senate Committee on Banking, Housing, and Urban Affairs","Housing, Transportation, and Community Development",John Kennedy,
"Senate Committee on Banking, Housing, and Urban Affairs","Housing, Transportation, and Community Development",Jerry Moran,
"Senate Committee on Banking, Housing, and Urban Affairs","Housing, Transportation, and Community Development",Mike Crapo,Ex Officio
"Senate Committee on Banking, Housing, and Urban Affairs","Housing, Transportation, and Community Development",Robert Menendez,Ranking Member
"Senate Committee on Banking, Housing, and Urban Affairs","Housing, Transportation, and Community Development",Jack Reed,
"Senate Committee on Banking, Housing, and Urban Affairs","Housing, Transportation, and Community Development",Heidi Heitkamp,
"Senate Committee on Banking, Housing, and Urban Affairs","Housing, Transportation, and Community Development",Brian Schatz,
"Senate Committee on Banking, Housing, and Urban Affairs","Housing, Transportation, and Community Development",Chris Van Hollen,
"Senate Committee on Banking, Housing, and Urban Affairs","Housing, Transportation, and Community Development",Doug Jones,
"Senate Committee on Banking, Housing, and Urban Affairs","Housing, Transportation, and Community Development",Sherrod Brown,Ex Officio
"Senate Committee on Banking, Housing, and Urban Affairs",Economic Policy,Tom Cotton,Chairman
"Senate Committee on Banking, Housing, and Urban Affairs",Economic Policy,Pat Toomey,
"Senate Committee on Banking, Housing, and Urban Affairs",Economic Policy,David Perdue,
"Senate Committee on Banking, Housing, and Urban Affairs",Economic Policy,Thom Tillis,
"Senate Committee on Banking, Housing, and Urban Affairs",Economic Policy,John Kennedy,
"Senate Committee on Banking, Housing, and Urban Affairs",Economic Policy,Jerry Moran,
"Senate Committee on Banking, Housing, and Urban Affairs",Economic Policy,Mike Crapo,Ex Officio
"Senate Committee on Banking, Housing, and Urban Affairs",Economic Policy,Heidi Heitkamp,Ranking Member
"Senate Committee on Banking, Housing, and Urban Affairs",Economic Policy,Robert Menendez,
"Senate Committee on Banking, Housing, and Urban Affairs",Economic Policy,Elizabeth Warren,
"Senate Committee on Banking, Housing, and Urban Affairs",Economic Policy,Joe Donnelly,
"Senate Committee on Banking, Housing, and Urban Affairs",Economic Policy,Doug Jones,
"Senate Committee on Banking, Housing, and Urban Affairs",Economic Policy,Sherrod Brown,Ex Officio
Senate Committee on the Budget,,Michael B. Enzi,Chairman
Senate Committee on the Budget,,Chuck Grassley,
Senate Committee on the Budget,,Mike Crapo,
Senate Committee on the Budget,,Lindsey Graham,
Senate Committee on the Budget,,Pat Toomey,
Senate Committee on the Budget,,Ron Johnson,
Senate Committee on the Budget,,Bob Corker,
Senate Committee on the Budget,,David Perdue,
Senate Committee on the Budget,,Cory Gardner,
Senate Committee on the Budget,,John Kennedy,
Senate Committee on the Budget,,John Boozman,
Senate Committee on the Budget,,Tom Cotton,
Senate Committee on the Budget,,Bernard Sanders,Ranking Member
Senate Committee on the Budget,,Patty Murray,
Senate Committee on the Budget,,Ron Wyden,
Senate Committee on the Budget,,Debbie Stabenow,
Senate Committee on the Budget,,Sheldon Whitehouse,
Senate Committee on the Budget,,Mark R. Warner,
Senate Committee on the Budget,,Jeff Merkley,
Senate Committee on the Budget,,Tim Kaine,
Senate Committee on the Budget,,Angus S. King Jr.,
Senate Committee on the Budget,,Chris Van Hollen,
Senate Committee on the Budget,,Kamala D. Harris,
"Senate Committee on Commerce, Science, and Transportation",,John Thune,Chairman
"Senate Committee on Commerce, Science, and Transportation",,Roger F. Wicker,
"Senate Committee on Commerce, Science, and Transportation",,Roy Blunt,
"Senate Committee on Commerce, Science, and Transportation",,Ted Cruz,
"Senate Committee on Commerce, Science, and Transportation",,Deb Fischer,
"Senate Committee on Commerce, Science, and Transportation",,Jerry Moran,
"Senate Committee on Commerce, Science, and Transportation",,Dan Sullivan,
"Senate Committee on Commerce, Science, and Transportation",,Dean Heller,
"Senate Committee on Commerce, Science, and Transportation",,James M. Inhofe,
"Senate Committee on Commerce, Science, and Transportation",,Mike Lee,
"Senate Committee on Commerce, Science, and Transportation",,Ron Johnson,
"Senate Committee on Commerce, Science, and Transportation",,Shelley Moore Capito,
"Senate Committee on Commerce, Science, and Transportation",,Cory Gardner,
"Senate Committee on Commerce, Science, and Transportation",,Todd Young,
"Senate Committee on Commerce, Science, and Transportation",,Bill Nelson,Ranking Member
"Senate Committee on Commerce, Science, and Transportation",,Maria Cantwell,
"Senate Committee on Commerce, Science, and Transportation",,Amy Klobuchar,
"Senate Committee on Commerce, Science, and Transportation",,Richard Blumenthal,
"Senate Committee on Commerce, Science, and Transportation",,Brian Schatz,
"Senate Committee on Commerce, Science, and Transportation",,Edward J. Markey,
"Senate Committee on Commerce, Science, and Transportation",,Tom Udall,
"Senate Committee on Commerce, Science, and Transportation",,Gary C. Peters,
"Senate Committee on Commerce, Science, and Transportation",,Tammy Baldwin,
"Senate Committee on Commerce, Science, and Transportation",,Tammy Duckworth,
"Senate Committee on Commerce, Science, and Transportation",,Margaret Wood Hassan,
"Senate Committee on Commerce, Science, and Transportation",,Catherine Cortez Masto,
"Senate Committee on Commerce, Science, and Transportation",,Jon Tester,
"Senate Committee on Commerce, Science, and Transportation","Aviation Operations, Safety, and Security Subcommittee",Roy Blunt,Chairman
"Senate Committee on Commerce, Science, and Transportation","Aviation Operations, Safety, and Security Subcommittee",Roger F. Wicker,
"Senate Committee on Commerce, Science, and Transportation","Aviation Operations, Safety, and Security Subcommittee",Ted Cruz,
"Senate Committee on Commerce, Science, and Transportation","Aviation Operations, Safety, and Security Subcommittee",Deb Fischer,
"Senate Committee on Commerce, Science, and Transportation","Aviation Operations, Safety, and Security Subcommittee",Jerry Moran,
"Senate Committee on Commerce, Science, and Transportation","Aviation Operations, Safety, and Security Subcommittee",Dan Sullivan,
"Senate Committee on Commerce, Science, and Transportation","Aviation Operations, Safety, and Security Subcommittee",Dean Heller,
"Senate Committee on Commerce, Science, and Transportation","Aviation Operations, Safety, and Security Subcommittee",James M. Inhofe,
"Senate Committee on Commerce, Science, and Transportation","Aviation Operations, Safety, and Security Subcommittee",Mike Lee,
"Senate Committee on Commerce, Science, and Transportation","Aviation Operations, Safety, and Security Subcommittee",Shelley Moore Capito,
"Senate Committee on Commerce, Science, and Transportation","Aviation Operations, Safety, and Security Subcommittee",Cory Gardner,
"Senate Committee on Commerce, Science, and Transportation","Aviation Operations, Safety, and Security Subcommittee",Todd Young,
"Senate Committee on Commerce, Science, and Transportation","Aviation Operations, Safety, and Security Subcommittee",John Thune,Ex Officio
"Senate Committee on Commerce, Science, and Transportation","Aviation Operations, Safety, and Security Subcommittee",Maria Cantwell,Ranking Member
"Senate Committee on Commerce, Science, and Transportation","Aviation Operations, Safety, and Security Subcommittee",Amy Klobuchar,
"Senate Committee on Commerce, Science, and Transportation","Aviation Operations, Safety, and Security Subcommittee",Richard Blumenthal,
"Senate Committee on Commerce, Science, and Transportation","Aviation Operations, Safety, and Security Subcommittee",Brian Schatz,
"Senate Committee on Commerce, Science, and Transportation","Aviation Operations, Safety, and Security Subcommittee",Edward J. Markey,
"Senate Committee on Commerce, Science, and Transportation","Aviation Operations, Safety, and Security Subcommittee",Tom Udall,
"Senate Committee on Commerce, Science, and Transportation","Aviation Operations, Safety, and Security Subcommittee",Gary C. Peters,
"Senate Committee on Commerce, Science, and Transportation","Aviation Operations, Safety, and Security Subcommittee",Tammy Baldwin,
"Senate Committee on Commerce, Science, and Transportation","Aviation Operations, Safety, and Security Subcommittee",Tammy Duckworth,
"Senate Committee on Commerce, Science, and Transportation","Aviation Operations, Safety, and Security Subcommittee",Margaret Wood Hassan,
"Senate Committee on Commerce, Science, and Transportation","Aviation Operations, Safety, and Security Subcommittee",Jon Tester,
"Senate Committee on Commerce, Science, and Transportation","Aviation Operations, Safety, and Security Subcommittee",Bill Nelson,Ex Officio
"Senate Committee on Commerce, Science, and Transportation","Consumer Protection, Product Safety, Insurance, and Data Security",Jerry Moran,Chairman
"Senate Committee on Commerce, Science, and Transportation","Consumer Protection, Product Safety, Insurance, and Data Security",Roy Blunt,
"Senate Committee on Commerce, Science, and Transportation","Consumer Protection, Product Safety, Insurance, and Data Security",Ted Cruz,
"Senate Committee on Commerce, Science, and Transportation","Consumer Protection, Product Safety, Insurance, and Data Security",Deb Fischer,
"Senate Committee on Commerce, Science, and Transportation","Consumer Protection, Product Safety, Insurance, and Data Security",Dean Heller,
"Senate Committee on Commerce, Science, and Transportation","Consumer Protection, Product Safety, Insurance, and Data Security",James M. Inhofe,
"Senate Committee on Commerce, Science, and Transportation","Consumer Protection, Product Safety, Insurance, and Data Security",Mike Lee,
"Senate Committee on Commerce, Science, and Transportation","Consumer Protection, Product Safety, Insurance, and Data Security",Shelley Moore Capito,
"Senate Committee on Commerce, Science, and Transportation","Consumer Protection, Product Safety, Insurance, and Data Security",Todd Young,
"Senate Committee on Commerce, Science, and Transportation","Consumer Protection, Product Safety, Insurance, and Data Security",John Thune,Ex Officio
"Senate Committee on Commerce, Science, and Transportation","Consumer Protection, Product Safety, Insurance, and Data Security",Richard Blumenthal,Ranking Member
"Senate Committee on Commerce, Science, and Transportation","Consumer Protection, Product Safety, Insurance, and Data Security",Amy Klobuchar,
"Senate Committee on Commerce, Science, and Transportation","Consumer Protection, Product Safety, Insurance, and Data Security",Edward J. Markey,
"Senate Committee on Commerce, Science, and Transportation","Consumer Protection, Product Safety, Insurance, and Data Security",Tom Udall,
"Senate Committee on Commerce, Science, and Transportation","Consumer Protection, Product Safety, Insurance, and Data Security",Tammy Duckworth,
"Senate Committee on Commerce, Science, and Transportation","Consumer Protection, Product Safety, Insurance, and Data Security",Margaret Wood Hassan,
"Senate Committee on Commerce, Science, and Transportation","Consumer Protection, Product Safety, Insurance, and Data Security",Catherine Cortez Masto,
"Senate Committee on Commerce, Science, and Transportation","Consumer Protection, Product Safety, Insurance, and Data Security",Bill Nelson,Ex Officio
"Senate Committee on Commerce, Science, and Transportation","Oceans, Atmosphere, Fisheries, and Coast Guard Subcommittee",Dan Sullivan,Chairman
"Senate Committee on Commerce, Science, and Transportation","Oceans, Atmosphere, Fisheries, and Coast Guard Subcommittee",Roger F. Wicker,
"Senate Committee on Commerce, Science, and Transportation","Oceans, Atmosphere, Fisheries, and Coast Guard Subcommittee",Deb Fischer,
"Senate Committee on Commerce, Science, and Transportation","Oceans, Atmosphere, Fisheries, and Coast Guard Subcommittee",James M. Inhofe,
"Senate Committee on Commerce, Science, and Transportation","Oceans, Atmosphere, Fisheries, and Coast Guard Subcommittee",Mike Lee,
"Senate Committee on Commerce, Science, and Transportation","Oceans, Atmosphere, Fisheries, and Coast Guard Subcommittee",Ron Johnson,
"Senate Committee on Commerce, Science, and Transportation","Oceans, Atmosphere, Fisheries, and Coast Guard Subcommittee",Cory Gardner,
"Senate Committee on Commerce, Science, and Transportation","Oceans, Atmosphere, Fisheries, and Coast Guard Subcommittee",Todd Young,
"Senate Committee on Commerce, Science, and Transportation","Oceans, Atmosphere, Fisheries, and Coast Guard Subcommittee",John Thune,Ex Officio
"Senate Committee on Commerce, Science, and Transportation","Oceans, Atmosphere, Fisheries, and Coast Guard Subcommittee",Tammy Baldwin,Ranking Member
"Senate Committee on Commerce, Science, and Transportation","Oceans, Atmosphere, Fisheries, and Coast Guard Subcommittee",Maria Cantwell,
"Senate Committee on Commerce, Science, and Transportation","Oceans, Atmosphere, Fisheries, and Coast Guard Subcommittee",Richard Blumenthal,
"Senate Committee on Commerce, Science, and Transportation","Oceans, Atmosphere, Fisheries, and Coast Guard Subcommittee",Brian Schatz,
"Senate Committee on Commerce, Science, and Transportation","Oceans, Atmosphere, Fisheries, and Coast Guard Subcommittee",Edward J. Markey,
"Senate Committee on Commerce, Science, and Transportation","Oceans, Atmosphere, Fisheries, and Coast Guard Subcommittee",Gary C. Peters,
"Senate Committee on Commerce, Science, and Transportation","Oceans, Atmosphere, Fisheries, and Coast Guard Subcommittee",Bill Nelson,Ex Officio
"Senate Committee on Commerce, Science, and Transportation","Space, Science, and Competitiveness Subcommittee",Ted Cruz,Chairman
"Senate Committee on Commerce, Science, and Transportation","Space, Science, and Competitiveness Subcommittee",Jerry Moran,
"Senate Committee on Commerce, Science, and Transportation","Space, Science, and Competitiveness Subcommittee",Dan Sullivan,
"Senate Committee on Commerce, Science, and Transportation","Space, Science, and Competitiveness Subcommittee",Mike Lee,
"Senate Committee on Commerce, Science, and Transportation","Space, Science, and Competitiveness Subcommittee",Ron Johnson,
"Senate Committee on Commerce, Science, and Transportation","Space, Science, and Competitiveness Subcommittee",Shelley Moore Capito,
"Senate Committee on Commerce, Science, and Transportation","Space, Science, and Competitiveness Subcommittee",Cory Gardner,
